Security     ,Long  Name                                                   ,Cat & Subtype ,Stock Exchange ,Currency Code ,Wghtd Ave Maturity ,Maturity Date ,Coupon Rate   ,Next Interest Date ,Exercise Price ,Macaulay Duration ,Interest Frequency ,Market Price     ,Yield to Maturity ,Shares Issued     ,Comments                       ,Days in Year ,Days in Month ,First Payment Date ,Last Payment Date ,Previous Ex Date ,Modified Duration ,Convexity  ,Accrued Interest  ,Days Ex/Due ,Swap Leg ,A ,Parent   ,Valuation Date                                                                                                                           External code 1 External code 2 Location Stock Exchange Total Value (Pfolio)
OLMNW       ,OLD MUTUAL PLC NAMIBIA                                      ,OS00,NSX,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000035.310000,          ,0004905641000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
OML         ,OLD MUTUAL Plc                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000035.310000,          ,0004929894751,PRIMARY - LONDON              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
OML05       ,OLD MUTUAL LIFE ASSURANCE COMPANY LTD 9.76% 19/03/2020      ,FI00,BMA,ZAR,   ,19/03/20,00009.760000,19/09/17,000000.000,002.284940,02,0000009.710000,009.710000,             ,FINAL MATURITY 19/03/2025     ,2,1,        ,        ,19/03/17,002.178314,000.062536,              ,010, ,Y,        ,08/08/17
OML06       ,OLD MUTUAL LIFE ASSURANCE COMPANY LTD 10.32% 19/03/2022     ,FI00,BMA,ZAR,   ,19/03/22,00010.320000,19/09/17,000000.000,003.636217,02,0000010.480000,010.480000,             ,FINAL MATURITY 19/03/2027     ,2,1,        ,        ,19/03/17,003.453753,000.156375,              ,010, ,Y,        ,08/08/17
OML08       ,OLD MUTUAL LIFE ASSURANCE COMPANY 3M JIBAR+225BPS 14/09/2020,FI02,BMA,ZAR,   ,14/09/20,00009.567000,14/09/17,000000.000,000.101370,04,0000100.308529,          ,             ,FINAL MATURITY 14/09/2025     ,2,1,        ,        ,14/06/17,000.099011,000.081906,              ,010, ,Y,        ,08/08/17
OML09       ,OLD MUTUAL LIFE ASSURANCE COMPANY LTD 10.90% 14/09/2022     ,FI00,BMA,ZAR,   ,14/09/22,00010.900000,14/09/17,000000.000,003.888925,02,0000010.470000,010.470000,             ,FINAL MATURITY 14/09/2027     ,2,1,        ,        ,14/03/17,003.693957,000.180873,              ,010, ,Y,        ,08/08/17
OML10       ,OLD MUTUAL LIFE ASSURANCE COMPANY LTD 11.35% 14/09/2025     ,FI00,BMA,ZAR,   ,14/09/25,00011.350000,14/09/17,000000.000,005.252231,02,0000011.460000,011.460000,             ,FINAL MATURITY 14/09/2030     ,2,1,        ,        ,14/03/17,004.965376,000.348453,              ,010, ,Y,        ,08/08/17
OMN         ,OMNIA HOLDINGS LIMITED                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000137.930000,          ,0000068293352,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
PFF         ,PREMIER FOOD & FISHING LTD                                  ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000004.190000,          ,0000260000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
PFG         ,PIONEER FOODS LIMITED                                       ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000141.650000,          ,0000233330915,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
PIK         ,PICK 'N PAY STORES                                          ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000062.390000,          ,0000488450321,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
PNOAB7LB    ,ABSA PN 10.11% DS 6.489% 11122017                           ,DS00,MME,ZAR,   ,11/12/17,            ,        ,000000.000,000.342466,  ,0000007.071179,007.071179,             ,                              ,2,2,        ,        ,        ,000.342466,000.000000,              ,   , ,Y,        ,08/08/17
PNONN8FA    ,NEDBANK NAMIBIA PN Y=8.65%  27/06/2018                      ,DS00,MME,NAD,   ,27/06/18,            ,        ,000000.000,000.884932,  ,0000007.616607,007.616607,             ,                              ,2,2,        ,        ,        ,000.884932,000.013667,              ,   , ,Y,        ,08/08/17
PNOSW7JA    ,SWAZI FINCORP PN PRIME +0.5% 12102017                       ,FI02,MME,SZL,   ,12/10/17,00011.250000,12/10/17,000000.000,000.178082,04,0000100.000000,          ,             ,                              ,2,1,        ,        ,12/07/17,000.173152,000.000713,              ,   , ,Y,        ,08/08/17
PNOSW8AA    ,SWAZI SUGAR PN PRIME -1.75% 09012018                        ,FI02,MME,SZL,   ,09/01/18,00009.000000,09/08/17,000000.000,000.002740,12,0000100.000000,          ,             ,PRIME RESET ON PMT DT         ,2,1,        ,        ,10/07/17,000.002720,000.002071,              ,   , ,Y,        ,08/08/17
PRE1A3      ,PRECINCT FUNDING 1 (RF) LIMITED 3MJ+134BPS 27/01/2018       ,FI02,BMA,ZAR,   ,27/01/18,00008.423000,27/10/17,000000.000,000.219178,04,0000100.077346,          ,             ,LEGAL MD 27/01/2028           ,2,1,        ,        ,27/07/17,000.214697,000.003172,              ,005, ,Y,        ,08/08/17
PRE1B1      ,PRECINCT FUNDING(RF)LIMITED 3M J+154BPS 27/01/2018          ,FI02,BMA,ZAR,   ,27/01/18,00008.623000,27/10/17,000000.000,000.219178,04,0000100.012323,          ,             ,LEGAL MD 27/01/2028           ,2,1,        ,        ,27/07/17,000.214515,000.003165,              ,005, ,Y,        ,08/08/17
Q0042A      ,LIB LIFE PROPERTIES                                         ,FI02,OTC,ZAR,   ,31/12/50,00005.800000,31/12/17,000000.000,000.397260,01,0000117.702027,          ,             ,                              ,2,1,        ,        ,31/12/16,000.379308,003.776856,              ,   , ,Y,        ,08/08/17
R186        ,R186 REPUBLIC OF SOUTH AFRICA 10.500% 21/12/2026            ,FI00,BMA,ZAR,   ,21/12/26,00010.500000,21/12/17,000000.000,006.301581,02,0000008.560000,008.560000,             ,RSA GUARANTEE                 ,2,1,        ,        ,21/06/17,006.042264,000.492087,              ,010, ,Y,        ,08/08/17
R186X7      ,NOV17 R186 FUTURE 02/11/2017                                ,FU10,YDX,ZAR,   ,02/11/17,            ,        ,000000.059,000.000000,  ,0000115.786350,          ,             ,`                             ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
R197M7      ,R197 REPUBLIC OF SOUTH AFRICA CPI 5.50% 07/12/2023          ,FI04,BMA,ZAR,200,07/12/23,00005.500000,07/12/17,000000.000,005.475758,02,0000002.440000,002.440000,             ,RSA GUARANTEE                 ,2,1,        ,        ,07/06/17,005.409580,000.347221,              ,010, ,Y,        ,08/08/17
R202M7      ,R202 REPUBLIC OF SOUTH AFRICA CPI 3.45% 07/12/2033          ,FI04,BMA,ZAR,   ,07/12/33,00003.450000,07/12/17,000000.000,012.807334,02,0000002.520000,002.520000,             ,RSA GUARANTEE                 ,2,1,        ,        ,07/06/17,012.647538,001.924452,              ,010, ,Y,        ,08/08/17
R2023       ,R2023 REPUBLIC OF SOUTH AFRICA 7.750% 28/02/2023            ,FI00,BMA,ZAR,   ,28/02/23,00007.750000,31/08/17,000000.000,004.464170,02,0000007.900000,007.900000,             ,RSA GUARANTEE                 ,2,1,        ,        ,28/02/17,004.293195,000.234528,              ,010, ,Y,        ,08/08/17
R203        ,R203 REPUBLIC OF SOUTH AFRICA 8.250% 15/09/2017             ,FI00,BMA,ZAR,   ,15/09/17,00008.250000,15/09/17,000000.000,000.104110,02,0000006.950000,006.950000,             ,RSA GUARANTEE                 ,2,1,        ,        ,15/03/17,000.100586,000.000214,              ,010, ,Y,        ,08/08/17
R2030       ,R2030 REPUBLIC OF SOUTH AFRICA 8.000% 31/01/2030            ,FI00,BMA,ZAR,   ,31/01/30,00008.000000,31/01/18,000000.000,007.884529,02,0000009.115000,009.115000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/07/17,007.538154,000.785008,              ,010, ,Y,        ,08/08/17
R2032       ,R2032 REPUBLIC OF SOUTH AFRICA 8.250% 31/03/2032            ,FI00,BMA,ZAR,   ,31/03/32,00008.250000,30/09/17,000000.000,008.211434,02,0000009.345000,009.345000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/03/17,007.843923,000.911767,              ,010, ,Y,        ,08/08/17
R2035       ,R2035 REPUBLIC OF SOUTH AFRICA 8.875% 28/02/2035            ,FI00,BMA,ZAR,   ,28/02/35,00008.875000,31/08/17,000000.000,008.567355,02,0000009.595000,009.595000,             ,RSA GUARANTEE                 ,2,1,        ,        ,28/02/17,008.172077,001.063927,              ,010, ,Y,        ,08/08/17
R2037       ,R2037 REPUBLIC OF SOUTH AFRICA 8.500% 31/01/2037            ,FI00,BMA,ZAR,   ,31/01/37,00008.500000,31/01/18,000000.000,009.282796,02,0000009.690000,009.690000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/07/17,008.850466,001.234289,              ,010, ,Y,        ,08/08/17
R204        ,R204 REPUBLIC OF SOUTH AFRICA 8.000% 21/12/2018             ,FI00,BMA,ZAR,   ,21/12/18,00008.000000,21/12/17,000000.000,001.313195,02,0000007.080000,007.080000,             ,RSA GUARANTEE                 ,2,1,        ,        ,21/06/17,001.268178,000.022596,              ,010, ,Y,        ,08/08/17
R2040       ,R2040 REPUBLIC OF SOUTH AFRICA 9.000% 31/01/2040            ,FI00,BMA,ZAR,   ,31/01/40,00009.000000,31/01/18,000000.000,009.517782,02,0000009.830000,009.830000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/07/17,009.068406,001.358875,              ,010, ,Y,        ,08/08/17
R2044       ,R2044 REPUBLIC OF SOUTH AFRICA 8.750% 31/01/2044            ,FI00,BMA,ZAR,   ,31/01/44,00008.750000,31/01/18,000000.000,009.904276,02,0000009.860000,009.860000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/07/17,009.435293,001.541875,              ,010, ,Y,        ,08/08/17
R2048       ,R2048 REPUBLIC OF SOUTH AFRICA 8.750% 28/02/2048            ,FI00,BMA,ZAR,   ,28/02/48,00008.750000,31/08/17,000000.000,009.766988,02,0000009.820000,009.820000,             ,RSA GUARANTEE                 ,2,1,        ,        ,28/02/17,009.306293,001.622618,              ,010, ,Y,        ,08/08/17
R207        ,R207 REPUBLIC OF SOUTH AFRICA 7.250% 15/01/2020             ,FI00,BMA,ZAR,   ,15/01/20,00007.250000,15/01/18,000000.000,002.268615,02,0000007.330000,007.330000,             ,RSA GUARANTEE                 ,2,1,        ,        ,15/07/17,002.187774,000.060435,              ,010, ,Y,        ,08/08/17
R208        ,R208 REPUBLIC OF SOUTH AFRICA 6.750% 31/03/2021             ,FI00,BMA,ZAR,   ,31/03/21,00006.750000,30/09/17,000000.000,003.210957,02,0000007.480000,007.480000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/03/17,003.094891,000.119216,              ,010, ,Y,        ,08/08/17
R209        ,R209 REPUBLIC OF SOUTH AFRICA 6.250% 31/03/2036             ,FI00,BMA,ZAR,   ,31/03/36,00006.250000,30/09/17,000000.000,009.550026,02,0000009.565000,009.565000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/03/17,009.113003,001.290094,              ,010, ,Y,        ,08/08/17
R210M7      ,R210 REPUBLIC OF SOUTH AFRICA CPI 2.60% 31/03/2028          ,FI04,BMA,ZAR,700,31/03/28,00002.600000,30/09/17,000000.000,009.297187,02,0000002.470000,002.470000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/03/17,009.183461,000.966641,              ,010, ,Y,        ,08/08/17
R212M7      ,R212 REPUBLIC OF SOUTH AFRICA CPI 2.75% 31/01/2022          ,FI04,BMA,ZAR,   ,31/01/22,00002.750000,31/01/18,000000.000,004.249680,02,0000002.400000,002.400000,             ,RSA GUARANTEE                 ,2,1,        ,        ,31/07/17,004.198879,000.202575,              ,010, ,Y,        ,08/08/17
R213A       ,R213 REPUBLIC OF SOUTH AFRICA 7.000% 28/02/2031             ,FI00,BMA,ZAR,   ,28/02/31,00007.000000,31/08/17,000000.000,008.160659,02,0000009.220000,009.220000,             ,RSA GUARANTEE                 ,2,1,        ,        ,28/02/17,007.798207,000.877204,              ,010, ,Y,        ,08/08/17
R214        ,R214 REPUBLIC OF SOUTH AFRICA 7.000% 28/02/2031             ,FI00,BMA,ZAR,   ,28/02/41,00006.500000,31/08/17,000000.000,009.867741,02,0000009.750000,009.750000,             ,RSA GUARANTEE                 ,2,1,        ,        ,28/02/17,009.405456,001.519752,              ,010, ,Y,        ,08/08/17
RDF         ,REDEFINE PROPERTIES LIMITED                                 ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000010.760000,          ,0005650052265,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
RDFB02      ,REDEFINE PROPERTIES LIMITED 3MJIBAR+160BPS 11/03/2018       ,FI02,BMA,ZAR,   ,11/03/18,00008.917000,11/09/17,000000.000,000.093151,04,0000100.038814,          ,             ,                              ,2,1,        ,        ,11/06/17,000.091118,000.004618,              ,010, ,Y,        ,08/08/17
REA         ,REBOSIS PROPERTY FUND LIMITED A                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000025.900000,          ,0000063299974,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
REB         ,REBOSIS PROPERTY FND                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000011.190000,          ,0000642316328,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
REI         ,REINET INVESTMENTS SCA                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000029.060000,          ,0001959412860,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
REM         ,REMGRO LIMITED                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000221.370000,          ,0000529217007,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
RES         ,RESILIENT REIT LIMITED                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000132.500000,          ,0000401260209,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
RES15       ,RESILIENT PROPERTY INCOME FUND LTD 3M J+170BP 12/11/2017    ,FI02,BMA,ZAR,   ,12/11/17,00009.042000,14/08/17,000000.000,000.016438,04,0000100.091377,          ,             ,                              ,2,1,        ,        ,12/05/17,000.016077,000.001314,              ,010, ,Y,        ,08/08/17
RES18       ,RESILIENT PROPERTY INCOME FUND LTD 3M+170BPS 05/02/2018     ,FI02,BMA,ZAR,   ,05/02/18,00008.767000,05/11/17,000000.000,000.243836,04,0000100.003967,          ,             ,JIBAR RATE AS AT 29/01/2012   ,2,1,        ,        ,05/08/17,000.238549,000.003443,              ,005, ,Y,        ,08/08/17
RES38       ,RESILIENT REIT LIMITED 3M JIBAR+180BPS 01/08/2020           ,FI02,BMA,ZAR,   ,01/08/20,00008.867000,01/11/17,000000.000,000.232877,04,0000100.007996,          ,             ,                              ,2,1,        ,        ,01/08/17,000.227785,000.078594,              ,010, ,Y,        ,08/08/17
