ValuationDate,08/08/17
BONDPY
Pfolio ,BondInstrument                        ,Security ,SectorLevel0         ,Duration ,NominalValue   ,TotalCost         ,Ex? ,CurrentYTM ,MarketValue       ,Cat
S0011I,SWAZI GOV 8.25% 31/08/2018           ,SG016   ,1-3 years NominalGov,000.0000,00012000000,00012000000.00, ,0008.64,00012388702.87,FI00
S0011I,SWAZI BOND 9.5% 31/05/2019           ,SG024   ,1-3 years NominalGov,000.0000,00012372100,00012318572.53, ,0008.85,00012726862.02,FI00
**TOTAL 1-3 years NominalGov                                           ,,,,000.0000,00024372100,00024318572.53, ,       ,00025115564.89,
S0011I,R2023 REPUBLIC OF SOUTH AFRICA 7.750%,R2023   ,3-7 years NominalGov,000.0000,00001069633,00001039532.35, ,0007.90,00001098928.11,FI00
S0011I,SWAZI BOND 8.50% 31/10/2020          ,SG017A  ,3-7 years NominalGov,000.0000,00008647000,00008866497.30, ,0008.99,00008730236.43,FI00
S0011I,SWAZILAND BOND 9.25% 31/01/2024      ,SG018   ,3-7 years NominalGov,000.0000,00030706000,00031382116.37, ,0009.83,00029942422.16,FI00
S0011I,SWAZI BOND PRIME LESS 0.50% 25/09/202,SG022B  ,3-7 years NominalGov,000.0000,00013000000,00013024435.05, ,0008.99,00014152377.77,FI02
S0011I,SWAZI BOND 8.75% 30/11/2020          ,SG023   ,3-7 years NominalGov,000.0000,00025000000,00025000000.00, ,0008.99,00025244125.27,FI00
S0011I,SWAZI BOND 10.00% 20/06/2021         ,SG025   ,3-7 years NominalGov,000.0000,00030000000,00030000000.00, ,0009.09,00031276810.49,FI00
**TOTAL 3-7 years NominalGov                                           ,,,,000.0000,00108422633,00109312581.07, ,       ,00110444900.23,
S0011I,R186 REPUBLIC OF SOUTH AFRICA 10.500%,R186    ,7-12 years NominalGo,000.0000,00015425476,00017399961.61, ,0008.56,00017540898.01,FI00
**TOTAL 7-12 years NominalGo                                           ,,,,000.0000,00015425476,00017399961.61, ,       ,00017540898.01,
S0011I,R2035 REPUBLIC OF SOUTH AFRICA 8.875%,R2035   ,Over 12 years Nomina,000.0000,00002274356,00002194298.90, ,0009.60,00002225201.94,FI00
S0011I,R2037 REPUBLIC OF SOUTH AFRICA 8.500%,R2037   ,Over 12 years Nomina,000.0000,00000534816,00000487284.87, ,0009.69,00000480625.66,FI00
S0011I,R2040 REPUBLIC OF SOUTH AFRICA 9.000%,R2040   ,Over 12 years Nomina,000.0000,00003411535,00003289192.92, ,0009.83,00003164163.57,FI00
S0011I,R2048 REPUBLIC OF SOUTH AFRICA 8.750%,R2048   ,Over 12 years Nomina,000.0000,00004278530,00003954769.78, ,0009.82,00004001551.66,FI00
**TOTAL Over 12 years Nomina                                           ,,,,000.0000,00010499237,00009925546.47, ,       ,00009871542.83,
S0011I,STANDARD BANK SWAZIBOND 8.75% 14/12/2,STDSZ03 ,1-3 years NominalCre,000.0000,00035000000,00034764644.78, ,0008.75,00035461707.27,FI00
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00035000000,00034764644.78, ,       ,00035461707.27,
S0011I,STANDARD BANK LTD 9.785% 12/06/2027  ,SBS31   ,7-12 years NominalCr,000.0000,00000780832,00000759819.19, ,0009.89,00000787658.50,FI00
**TOTAL 7-12 years NominalCr                                           ,,,,000.0000,00000780832,00000759819.19, ,       ,00000787658.50,
S0011I,STANLIB INCOME FUND (CLASS B1)       ,SIB1    ,Fixed Int Unit Trust,000.0000,00061359028,00083812656.57, ,       ,00083875337.15,OS03
S0011I,STANLIB INCOME ABIL RETENTION FUND   ,STIAR   ,Fixed Int Unit Trust,000.0000,00000276909,00000389273.87, ,       ,00000428115.30,OS03
**TOTAL Fixed Int Unit Trust                                           ,,,,000.0000,00061635937,00084201930.44, ,       ,00084303452.45,
S0011I,BNY MELLON USD                       ,BNYUSD  ,Current Account     ,        ,           ,              , ,       ,00003963701.45,ZL01
S0011I,STANDARD CHARTER - Net Settlements   ,STANCH01,Current Account     ,        ,           ,              , ,       ,00003811588.00,ZL06
**TOTAL Current Account                                                ,,,,        ,           ,              , ,       ,00007775289.45,
S0011I,STDSWAZI SZL CALL                    ,SWAZICL2,Call Account        ,        ,           ,              , ,       ,00010783575.17,ZL03
**TOTAL Call Account                                                   ,,,,        ,           ,              , ,       ,00010783575.17,
S0011I,SAFEX VARIATION MARG                 ,XMARVAR ,Margin Accounts     ,        ,           ,              , ,       ,00000493042.41,ZL01
**TOTAL Margin Accounts                                                ,,,,        ,           ,              , ,       ,00000493042.41,
S0011I,SWAZI FINCORP PN PRIME +0.5% 12102017,PNOSW7JA,0-3 Months          ,000.0000,00016000000,00016000000.00, ,0011.30,00016138082.19,FI02
**TOTAL 0-3 Months                                                     ,,,,000.0000,00016000000,00016000000.00, ,       ,00016138082.19,
S0011I,CENTRAL BANK SWAZI PRIME -1.50% 31/01,FDPSW8AB,3-6 Months          ,000.0000,00060000000,00060000000.00, ,0009.28,00060136849.32,FI02
S0011I,SWAZI SUGAR PN PRIME -1.75% 09012018 ,PNOSW8AA,3-6 Months          ,000.0000,00015000000,00015000000.00, ,0008.93,00015110958.90,FI02
**TOTAL 3-6 Months                                                     ,,,,000.0000,00075000000,00075000000.00, ,       ,00075247808.22,
S0011I,STANLIB INSTITUTIONAL MONEY MARKET FU,SIMMB4  ,Money Market Unit Tr,000.0000,00004059855,00004059854.65, ,0040.00,00004064118.34,FI02
S0011I,STANDARD BANK SWAZILAND MONEY MARKET ,STSMM1  ,Money Market Unit Tr,000.0000,00149418731,00149418730.92, ,0040.00,00149672474.21,FI02
**TOTAL Money Market Unit Tr                                           ,,,,000.0000,00153478586,00153478585.57, ,       ,00153736592.55,
TOTAL SB SWAZI MANAGE                                                  ,,,,        ,00529612712,00622137184.72, ,       ,00709189496.66,
S0023I,ESKOM 9.25% 20/04/2018               ,ES18    ,0-1 years NominalGov,000.0000,00000799432,00000824267.90, ,0007.95,00000828623.74,FI00
S0023I,R203 REPUBLIC OF SOUTH AFRICA 8.250% ,R203    ,0-1 years NominalGov,000.0000,00000430695,00000431624.71, ,0006.95,00000445336.91,FI00
**TOTAL 0-1 years NominalGov                                           ,,,,000.0000,00001230127,00001255892.61, ,       ,00001273960.65,
S0023I,SA NATIONAL ROADS AGENCY LTD 9.75% 31,HWAY20  ,1-3 years NominalGov,000.0000,00000006382,00000006356.83, ,0008.26,00000006643.57,FI00
S0023I,R204 REPUBLIC OF SOUTH AFRICA 8.000% ,R204    ,1-3 years NominalGov,000.0000,00000225293,00000221025.59, ,0007.08,00000230335.35,FI00
S0023I,R207 REPUBLIC OF SOUTH AFRICA 7.250% ,R207    ,1-3 years NominalGov,000.0000,00000024653,00000024076.75, ,0007.33,00000024729.39,FI00
**TOTAL 1-3 years NominalGov                                           ,,,,000.0000,00000256328,00000251459.17, ,       ,00000261708.31,
S0023I,ESKOM 10.00% 25/01/2023              ,ES23    ,3-7 years NominalGov,000.0000,00001235236,00001297298.26, ,0008.93,00001296343.25,FI00
S0023I,R2023 REPUBLIC OF SOUTH AFRICA 7.750%,R2023   ,3-7 years NominalGov,000.0000,00002729549,00002661991.12, ,0007.90,00002804305.89,FI00
S0023I,R208 REPUBLIC OF SOUTH AFRICA 6.750% ,R208    ,3-7 years NominalGov,000.0000,00001153930,00001088889.27, ,0007.48,00001155216.17,FI00
S0023I,TRANS CALEDON 9% 28/05/2021          ,WSP5    ,3-7 years NominalGov,000.0000,00001073178,00001050582.01, ,0008.23,00001118638.03,FI00
**TOTAL 3-7 years NominalGov                                           ,,,,000.0000,00006191893,00006098760.66, ,       ,00006374503.34,
S0023I,ESKOM 7.85% 02/04/2026               ,ES26    ,7-12 years NominalGo,000.0000,00014500977,00013183933.04, ,0009.72,00013337025.63,FI00
S0023I,R186 REPUBLIC OF SOUTH AFRICA 10.500%,R186    ,7-12 years NominalGo,000.0000,00022789978,00025633761.32, ,0008.56,00025915354.56,FI00
S0023I,SA NATIONAL ROADS AGENCY LTD 9% 30/09,SZ25    ,7-12 years NominalGo,000.0000,00000771910,00000743215.48, ,0009.51,00000774636.85,FI00
**TOTAL 7-12 years NominalGo                                           ,,,,000.0000,00038062865,00039560909.84, ,       ,00040027017.04,
S0023I,ESKOM 7.50% 15/09/2033               ,ES33    ,Over 12 years Nomina,000.0000,00035410297,00027378036.83, ,0010.77,00027699513.61,FI00
S0023I,ESKOM 8.5% 25/04/2042                ,ES42    ,Over 12 years Nomina,000.0000,00008155542,00007072769.23, ,0011.05,00006603891.42,FI00
S0023I,SA NATIONAL ROADS AGENCY LTD 9.25% 31,HWAY34  ,Over 12 years Nomina,000.0000,00004181036,00004007727.75, ,0010.66,00003733588.64,FI00
S0023I,R2030 REPUBLIC OF SOUTH AFRICA 8.000%,R2030   ,Over 12 years Nomina,000.0000,00003275388,00003099661.98, ,0009.12,00003012764.77,FI00
S0023I,R2032 REPUBLIC OF SOUTH AFRICA 8.250%,R2032   ,Over 12 years Nomina,000.0000,00039798805,00037805246.11, ,0009.35,00037526973.79,FI00
S0023I,R2035 REPUBLIC OF SOUTH AFRICA 8.875%,R2035   ,Over 12 years Nomina,000.0000,00026707023,00025070136.96, ,0009.60,00026129822.81,FI00
S0023I,R2037 REPUBLIC OF SOUTH AFRICA 8.500%,R2037   ,Over 12 years Nomina,000.0000,00042041930,00037822014.79, ,0009.69,00037782023.03,FI00
S0023I,R2040 REPUBLIC OF SOUTH AFRICA 9.000%,R2040   ,Over 12 years Nomina,000.0000,00096193713,00090862322.37, ,0009.83,00089218678.01,FI00
S0023I,R2044 REPUBLIC OF SOUTH AFRICA 8.750%,R2044   ,Over 12 years Nomina,000.0000,00161103405,00146558709.93, ,0009.86,00144723409.62,FI00
S0023I,R2048 REPUBLIC OF SOUTH AFRICA 8.750%,R2048   ,Over 12 years Nomina,000.0000,00061180332,00056223408.24, ,0009.82,00057219713.08,FI00
S0023I,R209 REPUBLIC OF SOUTH AFRICA 6.250% ,R209    ,Over 12 years Nomina,000.0000,00027993566,00021294663.95, ,0009.57,00020613087.52,FI00
S0023I,R213 REPUBLIC OF SOUTH AFRICA 7.000% ,R213A   ,Over 12 years Nomina,000.0000,00007500449,00006310738.51, ,0009.22,00006456819.28,FI00
S0023I,R214 REPUBLIC OF SOUTH AFRICA 7.000% ,R214    ,Over 12 years Nomina,000.0000,00037175420,00027535008.16, ,0009.75,00027159372.99,FI00
**TOTAL Over 12 years Nomina                                           ,,,,000.0000,00550716906,00491040444.81, ,       ,00487879658.57,
S0023I,R212 REPUBLIC OF SOUTH AFRICA CPI 2.7,R212M7  ,3-7 years Govern IL ,000.0000,00000118917,00000155350.78, ,0002.40,00000176629.10,FI04
**TOTAL 3-7 years Govern IL                                            ,,,,000.0000,00000118917,00000155350.78, ,       ,00000176629.10,
S0023I,I2025 REPUBLIC OF SOUTH AFRICA 2.000%,I2025M7 ,7-12 years Govt IL  ,000.0000,00000575000,00000627903.39, ,0002.48,00000734631.90,FI04
S0023I,R210 REPUBLIC OF SOUTH AFRICA CPI 2.6,R210M7  ,7-12 years Govt IL  ,000.0000,00000690000,00001089760.13, ,0002.47,00001278033.87,FI04
**TOTAL 7-12 years Govt IL                                             ,,,,000.0000,00001265000,00001717663.52, ,       ,00002012665.77,
S0023I,AFRICAN BANK 9.50% 24/05/2018        ,ABK2    ,0-1 year NominalCred,000.0000,00000065174,00000068229.66, ,0010.03,00000066194.41,FI00
S0023I,ABS10 ABSA BANK LIMITED 9.88% 17/03/2,ABS10   ,0-1 year NominalCred,000.0000,00000870796,00000914130.10, ,0008.25,00000912810.43,FI00
S0023I,CITY OF JHB 9% 05/06/2018            ,COJ04   ,0-1 year NominalCred,000.0000,00000000095,00000000095.58, ,0008.09,00000000097.18,FI00
S0023I,FIRSTRAND 10.50% 14/04/2018          ,FRX18   ,0-1 year NominalCred,000.0000,00000314583,00000340628.99, ,0007.67,00000330784.91,FI00
S0023I,INVESTEC IBL49 7.335% 02/04/2018     ,IBL49   ,0-1 year NominalCred,000.0000,00000950378,00000801568.12, ,0008.26,00000969343.11,FI00
S0023I,IMPERIAL GRP 280917                  ,IPL6    ,0-1 year NominalCred,000.0000,00000796974,00000796974.00, ,0007.90,00000827032.85,FI00
S0023I,INVESTEC 13.735% 30/04/2018          ,IV08    ,0-1 year NominalCred,000.0000,00000314587,00000333594.57, ,0008.78,00000337100.98,FI00
S0023I,LIBERTY GROUP LGL03 03/04/2018       ,LGL03   ,0-1 year NominalCred,000.0000,00001271750,00001209933.60, ,0008.85,00001295947.08,FI00
S0023I,STD FIXED RATE 9.66% CALLABLE 01/12/2,SBK14   ,0-1 year NominalCred,000.0000,00000739159,00000742188.60, ,0008.05,00000755889.33,FI00
S0023I,STD 8.4% 100418                      ,SBK9    ,0-1 year NominalCred,000.0000,00000189868,00000185247.58, ,0008.43,00000195067.12,FI00
S0023I,SBS13 STANDARD BANK OF SA 8.9% 22/09/,SBS13   ,0-1 year NominalCred,000.0000,00000725141,00000741429.04, ,0007.57,00000750583.15,FI00
S0023I,SANTAM LTD 8% 150917 - STEP UP 15/09/,SNT01   ,0-1 year NominalCred,000.0000,00000002908,00000002844.70, ,0008.15,00000003003.14,FI00
S0023I,SAPPI SOUTHERN AFRICA 3MONTH JIBAR+15,SSA05   ,0-1 year NominalCred,000.0000,00000087221,00000087096.63, ,0008.41,00000087951.52,FI02
S0023I,TRANSNET LIMITED 17 9.25% 14/11/2017 ,TN17    ,0-1 year NominalCred,000.0000,00001654046,00001673754.51, ,0007.64,00001696179.84,FI00
**TOTAL 0-1 year NominalCred                                           ,,,,000.0000,00007982680,00007897715.68, ,       ,00008227985.05,
S0023I,AA05 ANGLO AMERICAN SA FINANCE LTD 9.,AA05    ,1-3 years NominalCre,000.0000,00000848467,00000905891.17, ,0008.60,00000886677.46,FI00
S0023I,ABSA BANK LIMITED 8.295% 21/11/2018  ,AB013   ,1-3 years NominalCre,000.0000,00000000259,00000000249.42, ,0009.08,00000000261.20,FI00
S0023I,ABSA BANK LTD 9.26% 14/05/2020       ,ABS12   ,1-3 years NominalCre,000.0000,00000971700,00000926651.01, ,0008.91,00001000909.20,FI00
S0023I,ABSA 8.20% 01/06/2020                ,ABS6    ,1-3 years NominalCre,000.0000,00000021432,00000020768.29, ,0008.58,00000021559.17,FI00
S0023I,AIRPORTS COMPANY OF SOUTH AFRICA 8.58,AIR01   ,1-3 years NominalCre,000.0000,00001789151,00001841431.26, ,0008.43,00001854161.41,FI00
S0023I,BARLOW 9.8% 01/10/2018               ,BAW11   ,1-3 years NominalCre,000.0000,00000678083,00000680199.79, ,0008.58,00000710402.33,FI00
S0023I,DEV BANK 9.45% 15/06/2020            ,DV22    ,1-3 years NominalCre,000.0000,00004258203,00004407473.28, ,0008.54,00004345895.58,FI00
S0023I,ESKOM 13.5% 01 AUG 2020              ,E170    ,1-3 years NominalCre,000.0000,00000008370,00000010641.31, ,0008.22,00000009541.91,FI00
S0023I,FIRSTRAND 8.5% 21/12/2018            ,FRB05   ,1-3 years NominalCre,000.0000,00001402890,00001330107.28, ,0008.88,00001411874.11,FI00
S0023I,FIRSTRAND 12% 21/12/2018 (STEP UP DAT,FRBC21  ,1-3 years NominalCre,000.0000,00000842010,00000861700.39, ,0009.89,00000877539.12,FI00
S0023I,FIRSTRAND 9.00% 15/11/2019           ,FRX19   ,1-3 years NominalCre,000.0000,00001703543,00001801444.82, ,0007.90,00001777248.52,FI00
S0023I,INVESTEC IBL45 8% 21/12/2018         ,IBL45   ,1-3 years NominalCre,000.0000,00000900794,00000852681.61, ,0008.51,00000904477.44,FI00
S0023I,INVESTEC IBL46 7.25% 15/01/2020      ,IBL46   ,1-3 years NominalCre,000.0000,00001776521,00001672135.77, ,0008.96,00001719958.17,FI00
S0023I,INVESTEC BANK LIMITED 9.750% 20/05/20,IBL87   ,1-3 years NominalCre,000.0000,00000000734,00000000744.06, ,0008.38,00000000765.91,FI00
S0023I,NBK3A NEDBANK LIMITED 11.39% 09/09/20,NBK3A   ,1-3 years NominalCre,000.0000,00000771604,00000902901.24, ,0008.15,00000855122.19,FI00
S0023I,NAMIBIA POWER CORP LTD - 24/07/2020  ,NMP20N  ,1-3 years NominalCre,000.0000,00000265421,00000258520.81, ,0008.38,00000273107.71,FI00
S0023I,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA018  ,1-3 years NominalCre,000.0000,00001313870,00001505655.80, ,0008.26,00001408189.71,FI00
S0023I,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML05   ,1-3 years NominalCre,000.0000,00001238762,00001191055.68, ,0009.71,00001286892.98,FI00
S0023I,STD BANK LIMITED 8.87% 24/05/2019    ,SBS25   ,1-3 years NominalCre,000.0000,00000995802,00000973599.34, ,0007.95,00001029113.97,FI00
S0023I,SANLAM 8.7% 15/08/2018               ,SLI3    ,1-3 years NominalCre,000.0000,00000591740,00000567503.97,X,0008.33,00000593004.59,FI00
**TOTAL 1-3 years NominalCre                                           ,,,,000.0000,00020379356,00020711356.30, ,       ,00020966702.68,
S0023I,ANGLO AMERICAN SA FINANCE LTD 9.49% 1,AA07    ,3-7 years NominalCre,000.0000,00002042362,00001918018.92, ,0009.58,00002097665.28,FI00
S0023I,AFRICAN BANK LIMITED 3M JIBAR + 725BP,ABKS1A  ,3-7 years NominalCre,000.0000,00000883260,00000914005.63, ,0019.99,00000774607.34,FI02
S0023I,AFRICAN BANK SENIOR TRANSFERABLE STUB,ABL SENT,3-7 years NominalCre,000.0000,00000902914,00000000000.00, ,0019.28,00000453714.16,FI02
S0023I,AFRICAN BANK SUBORDINATED STUB       ,ABL SUB ,3-7 years NominalCre,000.0000,00002167542,00001539724.97, ,0040.00,00000000000.02,FI02
S0023I,ABSA BANK LTD 9.675% 14/05/2022      ,ABS13A  ,3-7 years NominalCre,000.0000,00002239068,00002096064.17, ,0009.36,00002316299.28,FI00
S0023I,AIR02 AIRPORTS COMPANY SA LTD 11.68% ,AIR02   ,3-7 years NominalCre,000.0000,00000512305,00000587327.16, ,0010.10,00000563194.82,FI00
S0023I,AIRPORTS COMPANY OF SA 9.25% 29/05/20,AIR04   ,3-7 years NominalCre,000.0000,00000799001,00000797821.45, ,0009.25,00000813265.25,FI00
S0023I,BARLOWORLD LIMITED 3MONTH JIBAR+170BP,BAW18   ,3-7 years NominalCre,000.0000,00000468650,00000470441.51, ,0009.05,00000475804.31,FI02
S0023I,BARLOW  WORLD 9.295% 24/03/2022      ,BAW21A  ,3-7 years NominalCre,000.0000,00000300265,00000274315.32, ,0009.33,00000310283.24,FI00
S0023I,CCT01 CITY OF CAPE TOWN 12.57% 23/06/,CCT01   ,3-7 years NominalCre,000.0000,00000018746,00000021280.47, ,0010.39,00000020811.16,FI00
S0023I,CCT02 CITY OF CAPE TOWN 11.615% 12/06,CCT02   ,3-7 years NominalCre,000.0000,00001163904,00001272125.77, ,0010.39,00001253874.48,FI00
S0023I,STANDARD BANK CLN ESKOM 10.55% 20/03/,CLN362  ,3-7 years NominalCre,000.0000,00000290734,00000276192.80, ,0009.97,00000310531.88,FI00
S0023I,CITY OF JHB 10.78% 23/03/2021        ,COJ07   ,3-7 years NominalCre,000.0000,00003453001,00003491142.22, ,0009.49,00003726778.83,FI00
S0023I,CITY OF JHB METRO 10.18% 09/06/2024  ,COJG01  ,3-7 years NominalCre,000.0000,00008519798,00008014044.05, ,0009.86,00008795363.20,FI00
S0023I,CITY OF TSHWANE 9.110% 03/04/2023    ,COT01   ,3-7 years NominalCre,000.0000,00004636182,00004330226.79, ,0010.04,00004601139.25,FI00
S0023I,DEVELOPMENT BANK OF SA 9.03% 18/06/20,DV2021  ,3-7 years NominalCre,000.0000,00002266263,00002264713.23, ,0009.05,00002293436.40,FI00
S0023I,DEV BANK 10.00% 27/02/2023           ,DV23    ,3-7 years NominalCre,000.0000,00000034623,00000035733.80, ,0009.45,00000036986.43,FI00
S0023I,DEVELOPMENT BANK OF SA 9.69% 18/02/20,DV24    ,3-7 years NominalCre,000.0000,00001677781,00001604857.16,X,0009.57,00001683454.58,FI00
S0023I,FIRSTRAND JBR+170BPS 27/10/2020      ,FRS49   ,3-7 years NominalCre,000.0000,00000243091,00000242868.88, ,0008.78,00000243881.36,FI02
S0023I,LIBERTY GROUP LIMITED 9.165% 14/08/20,LGL04   ,3-7 years NominalCre,000.0000,00003114498,00002881125.05,X,0009.23,00003105431.77,FI00
S0023I,MMI GROUP LTD 10.065% 17/03/2021     ,MMIG02A ,3-7 years NominalCre,000.0000,00003510504,00003464684.47, ,0009.18,00003742691.54,FI00
S0023I,MMI GROUP LTD 10.86% 12/08/2022      ,MMIG05  ,3-7 years NominalCre,000.0000,00002863457,00002696274.63,X,0010.15,00002939300.81,FI00
S0023I,NEDBANK 8.92% 28/11/2020             ,NBK11A  ,3-7 years NominalCre,000.0000,00000090045,00000090043.15, ,0008.50,00000092701.41,FI00
S0023I,NEDBANK ESKOM CLN 10.49% 20/03/2024  ,NCLN85  ,3-7 years NominalCre,000.0000,00000348881,00000332626.98, ,0010.34,00000365384.50,FI00
S0023I,SA NATIONAL ROADS AGENCY LTD 12.25% 3,NRA022  ,3-7 years NominalCre,000.0000,00005492749,00006303377.08, ,0009.18,00006363550.20,FI00
S0023I,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML06   ,3-7 years NominalCre,000.0000,00001979161,00001817243.60, ,0010.48,00002046716.69,FI00
S0023I,OLD MUTUAL LIFE ASSURANCE COMPANY LTD,OML09   ,3-7 years NominalCre,000.0000,00002323266,00002256460.18, ,0010.47,00002463313.40,FI00
S0023I,RAND WATER 9.97% 21/04/2021          ,RW21    ,3-7 years NominalCre,000.0000,00000000424,00000000428.57, ,0009.15,00000000447.31,FI00
